Z_PK,Z_ENT,Z_OPT,ZCOMPLETION,ZCRITICRATING,ZEARNEDTROPHIES,ZFORMAT,ZGAMEID,ZLEGACYID,ZLISTPOSITION,ZMISSINGTROPHIES,ZPLAYEDPOSITION,ZPRIORITY,ZRELEASEPOSITION,ZRELEASEREGION,ZRELEASEYEAR,ZSTEAMDECKSTATUS,ZTIMETOBEATTYPE,ZUSERRATING,ZFRANCHISE,ZLINKED,ZPLAYSTATIONGAME,ZRETROGAME,ZSTEAMGAME,ZXBOXGAME,ZADDEDDATE,ZFINISHDATE,ZHOURSPLAYED,ZPSNLASTUPDATED,ZRELEASEDATE,ZSTARTDATE,ZTIMETOBEATCOMPLETE,ZTIMETOBEATEXTRAS,ZTIMETOBEATSTORY,ZBANNERURL,ZDEVELOPER,ZFIREGAMEID,ZNOTES,ZOWNEDPLATFORM,ZPLAYSTATIONID,ZPOSTERURL,ZPUBLISHER,ZREVIEW,ZREVIEWID,ZSITEURL,ZSTATUS,ZSTEAMID,ZSUMMARY,ZTITLE,ZXBOXID,ZID,ZADDITIONALPLATFORMS,ZARTWORK,ZGENRES,ZPLATFORMS,ZSCREENSHOTS,ZVIDEOS,ZCUSTOMBANNERIMAGE,ZCUSTOMPOSTERIMAGE
1,2,17,0,87,0,0,19455,0,0,0,0,1,0,8,0,3,0,0,42.0,,,,153.0,,,,0.0,,578275200.0,,103.89361111111111,62.066944444444445,40.56527777777778,https://images.igdb.com/igdb/image/upload/t_screenshot_huge/vut5ddhxfdgv18vao4ek.png,Virtuos,AqYsgshAjFiRhi7FBLx9,,Switch,228209,https://images.igdb.com/igdb/image/upload/t_original/co2g6o.png,Square Enix,,,,C Play Later,595520,"""FINAL FANTASY XII THE ZODIAC AGE improves upon the 2006 classic FINAL FANTASY XII, now more beautiful and easier to play than ever. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped job system. With newly implemented trophies and share functions, as well as stark visual and sound improvements in true HD for the first time, players both returning and new to the game will experience a grand adventure that spans the world of Ivalice in an entirely fresh and improved way.

Includes several all-new enhanced gameplay features:
– The Zodiac Job System
– Improved character leveling system that now caters to the player’s preference
– Trial Mode – Take on monsters and enemies in up to 100 consecutive battles
– Speed Mode
– Latest-generation HD graphical capabilities, including characters and movie scenes fully remastered in high definition.
– True 7.1 surround sound, including high definition voicing and newly recorded background music utilizing the current generation of sound production.
– Modern advancements including PlayStation4 trophy support and share functionalities, auto-save and shortened loading times
– An endless amount of gameplay and adventure including Hunts, Battles, and mini-games""",Final Fantasy XII: The Zodiac Age,BXDH919M16G9,b'\xd8@\x06\x1f+iN\xfc\xae\xb6\xf0\xd5\xf9\xbc\x03R',,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa9\x0b\x0c\x17\x18\x19\x1a\x1b\x1c\x1dU$null\xd2\r\x0e\x0f\x16ZNS.objectsV$class\xa6\x10\x11\x12\x13\x14\x15\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/cijp3hyj4wqoftehqpgy.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/yjnsm5hyp1o5lgkughxn.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/nlceng13qehpfvbrnmk5.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/cx1y54qeo65qrn6iafpr.png_\x10>https://images.igdb.com/igdb/image/upload/t_original/ar4r5.png_\x10>https://images.igdb.com/igdb/image/upload/t_original/ar7ys.png\xd2\x1e\x1f !Z$classnameX$classesWNSArray\xa2 ""XNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00]\x00c\x00h\x00s\x00z\x00\x81\x00\x83\x00\x85\x00\x87\x00\x89\x00\x8b\x00\x8d\x00\x8f\x00\xdf\x01/\x01\x7f\x01\xcf\x02\x10\x02Q\x02V\x02a\x02j\x02r\x02u\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00#\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02~'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04f&\x94\xfe\x0f\x00 \x00R\x00P\x00Gl\xd8<\xdf\r\x00 \x00A\x00d\x00v\x00e\x00n\x00t\x00u\x00r\x00e\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8c\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa7\x0b\x0c\x15\x16\x17\x18\x19U$null\xd2\r\x0e\x0f\x14ZNS.objectsV$class\xa4\x10\x11\x12\x13\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06SPS4RPCTXONEVSwitch\xd2\x1a\x1b\x1c\x1dZ$classnameX$classesWNSArray\xa2\x1c\x1eXNSObject\x08\x11\x1a$)27ILQS[afqx}\x7f\x81\x83\x85\x87\x8b\x8e\x93\x9a\x9f\xaa\xb3\xbb\xbe\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xc7',b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa8\x0b\x0c\x16\x17\x18\x19\x1a\x1bU$null\xd2\r\x0e\x0f\x15ZNS.objectsV$class\xa5\x10\x11\x12\x13\x14\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/vut5ddhxfdgv18vao4ek.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/pzwmw9c138np9agib9vl.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/ftcoqz3hyght7nnrqh58.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/vmo59j6qm1dkwitbuacc.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/ga1m6rzfmix5vuo4adik.png\xd2\x1c\x1d\x1e\x1fZ$classnameX$classesWNSArray\xa2\x1e XNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00\\\x00b\x00g\x00r\x00y\x00\x7f\x00\x81\x00\x83\x00\x85\x00\x87\x00\x89\x00\x8b\x00\xdb\x01+\x01{\x01\xcb\x02\x1b\x02 \x02+\x024\x02<\x02?\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00!\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02H',b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa7\x0b\x0c\x15\x16\x17\x18\x19U$null\xd2\r\x0e\x0f\x14ZNS.objectsV$class\xa4\x10\x11\x12\x13\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06[ZQw36oMNXRk[D2-bWotLKqo[uU6hkQSE38Q[IoHgR76JWmA\xd2\x1a\x1b\x1c\x1dZ$classnameX$classesWNSArray\xa2\x1c\x1eXNSObject\x08\x11\x1a$)27ILQS[afqx}\x7f\x81\x83\x85\x87\x93\x9f\xab\xb7\xbc\xc7\xd0\xd8\xdb\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xe4',,
2,2,13,0,100,0,0,1026,0,0,0,0,1,0,8,0,-1,0,8,1.0,,,,,,,654210646.210981,0.0,,589248000.0,,17.308055555555555,16.840833333333332,14.945555555555556,https://images.igdb.com/igdb/image/upload/t_screenshot_huge/mmtbcuso2p10rrzr2xev.png,Nintendo EAD,SkOJBzbvrTYwttnhVdgJ,,Switch,,https://images.igdb.com/igdb/image/upload/t_cover_big/co3pdo.png,St. GIGA,,,,Finished,,"The Legend of Zelda: A Link to the Past is a top-down action game with puzzle-solving elements similar to the original The Legend of Zelda. After the side-scrolling and RPG-like gameplay of Zelda II: The Adventure of Link, the game is a return to the top-down view and gameplay style of the first installment. It introduces major new items to the series such as the Master Sword and the concept of two different worlds, which was revisited to some extent in Ocarina of Time with two distinct time periods rather than dark and light worlds.",The Legend of Zelda: A Link to the Past,,b'\xd3\xf1M\xf1\x7f.O\xaa\x9a!\\\xb7\x11.0\x82',,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaf\x10\x10\x0b\x0c\x1e\x1f !""#$%&\'()*+U$null\xd2\r\x0e\x0f\x1dZNS.objectsV$class\xad\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08\x80\t\x80\n\x80\x0b\x80\x0c\x80\r\x80\x0e\x80\x0f_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar14lb.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t87.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t88.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t89.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8a.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8b.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8c.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8d.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8e.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8f.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8g.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1t8h.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/ar1vj6.png\xd2,-./Z$classnameX$classesWNSArray\xa2.0XNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00f\x00l\x00q\x00|\x00\x83\x00\x91\x00\x93\x00\x95\x00\x97\x00\x99\x00\x9b\x00\x9d\x00\x9f\x00\xa1\x00\xa3\x00\xa5\x00\xa7\x00\xa9\x00\xab\x00\xad\x00\xef\x011\x01s\x01\xb5\x01\xf7\x029\x02{\x02\xbd\x02\xff\x03A\x03\x83\x03\xc5\x04\x07\x04\x0c\x04\x17\x04 \x04(\x04+\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x001\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x044'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04f&\x94\xfe\x0f\x00 \x00R\x00P\x00Gl\xd8<\xdf\r\x00 \x00A\x00d\x00v\x00e\x00n\x00t\x00u\x00r\x00e\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8c\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa9\x0b\x0c\x17\x18\x19\x1a\x1b\x1c\x1dU$null\xd2\r\x0e\x0f\x16ZNS.objectsV$class\xa6\x10\x11\x12\x13\x14\x15\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08TWiiU[SatellaviewTSFAMSWii_\x10\x10New Nintendo 3DSTSNES\xd2\x1e\x1f !Z$classnameX$classesWNSArray\xa2 ""XNSObject\x08\x11\x1a$)27ILQS]chsz\x81\x83\x85\x87\x89\x8b\x8d\x8f\x94\xa0\xa5\xa9\xbc\xc1\xc6\xd1\xda\xe2\xe5\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00#\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xee'","b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x18\x19\x1a\x1b\x1c\x1d\x1e\x1fU$null\xd2\r\x0e\x0f\x17ZNS.objectsV$class\xa7\x10\x11\x12\x13\x14\x15\x16\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08\x80\t_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/mussjiqbllmh1lxkavc4.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/tip6pqunpn88oufxkl05.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/tgy8bav1xegsdkjcwce2.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/lw052zlyygibyccnh8re.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/kug1gjpomy43zthbms2q.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/arzyywgcajea7r1bbjbt.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/zsxzq9l0kl5l96mtm9c1.png\xd2 !""#Z$classnameX$classesWNSArray\xa2""$XNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00\x83\x00\x85\x00\x87\x00\x89\x00\x8b\x00\x8d\x00\x8f\x00\x91\x00\x93\x00\xe3\x013\x01\x83\x01\xd3\x02#\x02s\x02\xc3\x02\xc8\x02\xd3\x02\xdc\x02\xe4\x02\xe7\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00%\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\xf0'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa7\x0b\x0c\x15\x16\x17\x18\x19U$null\xd2\r\x0e\x0f\x14ZNS.objectsV$class\xa4\x10\x11\x12\x13\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06[cjpHzLYHkwA[OLSQ8K1jSWw[7yjfTQ009ms[wg1MXUZC2_E\xd2\x1a\x1b\x1c\x1dZ$classnameX$classesWNSArray\xa2\x1c\x1eXNSObject\x08\x11\x1a$)27ILQS[afqx}\x7f\x81\x83\x85\x87\x93\x9f\xab\xb7\xbc\xc7\xd0\xd8\xdb\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xe4',,
5,2,37,0,84,0,0,7603,0,0,0,0,1,0,8,0,3,0,0,158.0,,,,,26.0,,,0.0,,576633600.0,,9.223055555555556,8.198333333333334,7.518888888888889,https://images.igdb.com/igdb/image/upload/t_screenshot_huge/rhfs0vbzhe7jvellemu4.png,Ninja Theory,7mRNYCOZEoHGY3CoClvD,,Switch,227151,https://images.igdb.com/igdb/image/upload/t_original/co2l7l.png,Ninja Theory,,,,Wanted,414340,"From the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.

Set in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.

Created in collaboration with neuroscientists and people who experience psychosis, Hellblade: Senua’s Sacrifice will pull you deep into Senua’s mind.",Hellblade: Senua's Sacrifice,C4Z7QM8FSXM2,b'\xfc\x84\x15\xeeCDK&\xbe\x90\xf3\x02W3\x978',,"b""bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa7\x0b\x0c\x15\x16\x17\x18\x19U$null\xd2\r\x0e\x0f\x14ZNS.objectsV$class\xa4\x10\x11\x12\x13\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/vhycgxxssvypvcabdj2j.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/ouuu4df14ihkwlrpafh9.png_\x10>https://images.igdb.com/igdb/image/upload/t_original/ar858.png_\x10>https://images.igdb.com/igdb/image/upload/t_original/ar859.png\xd2\x1a\x1b\x1c\x1dZ$classnameX$classesWNSArray\xa2\x1c\x1eXNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00[\x00a\x00f\x00q\x00x\x00}\x00\x7f\x00\x81\x00\x83\x00\x85\x00\x87\x00\xd7\x01'\x01h\x01\xa9\x01\xae\x01\xb9\x01\xc2\x01\xca\x01\xcd\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x1f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xd6""","b""bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x14\x15\x16\x17U$null\xd2\r\x0e\x0f\x13ZNS.objectsV$class\xa3\x10\x11\x12\x80\x02\x80\x03\x80\x04\x80\x05n\xd8=\xdcJ\x00 \x00B\x00e\x00a\x00t\x00 \x00'\x00e\x00m\x00 \x00u\x00pl\xd8<\xdf\r\x00 \x00A\x00d\x00v\x00e\x00n\x00t\x00u\x00r\x00eh\xd8=\xde\x0e\x00 \x00I\x00n\x00d\x00i\x00e\xd2\x18\x19\x1a\x1bZ$classnameX$classesWNSArray\xa2\x1a\x1cXNSObject\x08\x11\x1a$)27ILQSZ`epw{}\x7f\x81\x83\xa0\xb9\xca\xcf\xda\xe3\xeb\xee\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1d\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xf7""",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa8\x0b\x0c\x16\x17\x18\x19\x1a\x1bU$null\xd2\r\x0e\x0f\x15ZNS.objectsV$class\xa5\x10\x11\x12\x13\x14\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07XSeries XTXONEVSwitchSPS4RPC\xd2\x1c\x1d\x1e\x1fZ$classnameX$classesWNSArray\xa2\x1e XNSObject\x08\x11\x1a$)27ILQS\\bgry\x7f\x81\x83\x85\x87\x89\x8b\x94\x99\xa0\xa4\xa7\xac\xb7\xc0\xc8\xcb\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00!\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd4',"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xad\x0b\x0c\x1b\x1c\x1d\x1e\x1f !""#$%U$null\xd2\r\x0e\x0f\x1aZNS.objectsV$class\xaa\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08\x80\t\x80\n\x80\x0b\x80\x0c_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/lba0mnzzwo0cqv6xrmdg.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/qlkznn24xndeh1zalz5r.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/jqmcaf5bdwgihmvo1k6z.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/vsiwndxe6pb9mwicy6ud.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/wdhsjdc4ek2pwshris2s.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/oj4a0ou1nziy7kshmf6i.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/tyc07nbbbqe2kuosur4b.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/thnnsstrcu5k9magb7gq.png_\x10Mhttps://images.igdb.com/igdb/image/upload/t_original/agc8ikrocqvwuaqpr37i.png_\x10?https://images.igdb.com/igdb/image/upload/t_original/schj7b.png\xd2&\'()Z$classnameX$classesWNSArray\xa2(*XNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00a\x00g\x00l\x00w\x00~\x00\x89\x00\x8b\x00\x8d\x00\x8f\x00\x91\x00\x93\x00\x95\x00\x97\x00\x99\x00\x9b\x00\x9d\x00\x9f\x00\xef\x01?\x01\x8f\x01\xdf\x02/\x02\x7f\x02\xcf\x03\x1f\x03o\x03\xb1\x03\xb6\x03\xc1\x03\xca\x03\xd2\x03\xd5\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00+\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x03\xde'","b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa9\x0b\x0c\x17\x18\x19\x1a\x1b\x1c\x1dU$null\xd2\r\x0e\x0f\x16ZNS.objectsV$class\xa6\x10\x11\x12\x13\x14\x15\x80\x02\x80\x03\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08[0LVLFvwtHJk[yii3vASYYLs[hL2RhY2vJes[jeYZDXMBdaM[nfiS_PV3V-4[-n7RTnRZ_QQ\xd2\x1e\x1f !Z$classnameX$classesWNSArray\xa2 ""XNSObject\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00]\x00c\x00h\x00s\x00z\x00\x81\x00\x83\x00\x85\x00\x87\x00\x89\x00\x8b\x00\x8d\x00\x8f\x00\x9b\x00\xa7\x00\xb3\x00\xbf\x00\xcb\x00\xd7\x00\xdc\x00\xe7\x00\xf0\x00\xf8\x00\xfb\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00#\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x04'",,
